kural,verification,pal,iyal,adhigaram,adhigaramName,adi,siraPos,sira,togai,sol,split,category,ilakkanam,vetrumai,todar,gloss,confidence
12,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,2,1,துப்பாய,,துப்பாய,துப்பு+ஆய,வினை,பெயரெச்சம்,,,that is food/sustenance,0.68
12,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,2,2,தூஉம்,,தூஉம்,தூஉம்,பெயர்,பொருட்பெயர்,,,food/that which is consumed,0.5
12,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,2,3,மழை,,மழை,மழை,பெயர்,பொருட்பெயர்,,,rain,0.92
13,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,1,விண்இன்று,,விண்,விண்,பெயர்,இடப்பெயர்,,,sky,0.85
13,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,1,விண்இன்று,,இன்று,இன்மை+று,வினை,எதிர்மறைவினையெச்சம்,,,not being/without,0.6
13,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,2,பொய்ப்பின்,,பொய்ப்பின்,பொய்ப்பு+இன்,வினை,வினையெச்சம்,,,if it fails,0.7
13,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,3,விரிநீர்,வினைத்தொகை,விரி,விரி,வினை,பெயரெச்சம்,,அடைமொழி,spreading/wide,0.66
13,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,3,விரிநீர்,வினைத்தொகை,நீர்,நீர்,பெயர்,பொருட்பெயர்,,,water (sea),0.85
13,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,4,வியனுலகத்து,பண்புத்தொகை,வியன்,வியன்,உரி,உரிச்சொல்,,அடைமொழி,wide/vast,0.7
13,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,4,வியனுலகத்து,பண்புத்தொகை,உலகத்து,உலகு+அத்து,பெயர்,இடப்பெயர்,7:கண்:இடம்,,in the world,0.72
13,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,2,1,உள்நின்று,,உள்,உள்,பெயர்,இடப்பெயர்,,,inside/within,0.6
13,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,2,1,உள்நின்று,,நின்று,நில்+ன்(டு),வினை,வினையெச்சம்,,,remaining/standing,0.78
13,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,2,2,உடற்றும்,,உடற்றும்,உடற்று+உம்,வினை,பெயரெச்சம்,,,will torment,0.7
13,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,2,3,பசி,,பசி,பசி,பெயர்,பண்புப்பெயர்,,,hunger,0.8
14,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,1,ஏரின்,,ஏர்,ஏர்,பெயர்,பொருட்பெயர்,,,plough,0.85
14,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,1,ஏரின்,,இன்,இன்,இடை,வேற்றுமைஉருபு,3:இன்:கருவி/உடன்,,with/by,0.72
14,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,2,உழாஅர்,,உழாஅர்,உழ்+ஆ+அர்,வினை,எதிர்மறைவினையெச்சம்,,,will not plough,0.6
14,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,3,உழவர்,,உழவர்,உழவு+அர்,பெயர்,காரணப்பெயர்,,,ploughmen/farmers,0.8
14,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,4,புயல்என்னும்,,புயல்,புயல்,பெயர்,பொருட்பெயர்,,,rain/cloud,0.82
14,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,4,புயல்என்னும்,,என்னும்,என்+னும்,வினை,பெயரெச்சம்,,அடைமொழி,called/named,0.7
14,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,2,1,வாரி,,வாரி,வாரி,பெயர்,பொருட்பெயர்,,,wealth/revenue source,0.7
14,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,2,2,வளங்குன்றிக்,,வளம்,வளம்,பெயர்,பண்புப்பெயர்,,,abundance,0.78
14,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,2,2,வளங்குன்றிக்,,குன்றிக்,குன்று+இ,வினை,வினையெச்சம்,,,having diminished,0.74
14,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,2,3,கால்,,கால்,கால்,பெயர்,பொருட்பெயர்,,,channel/source (of water),0.55
15,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,1,கெடுப்பதூஉம்,,கெடுப்பது,கெடு+ப்ப+அது,பெயர்,வினையாலணையும்பெயர்,,,that which destroys,0.72
15,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,1,கெடுப்பதூஉம்,,உம்,உம்,இடை,உம்மை,,,also/and,0.8
15,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,2,கெட்டார்க்குச்,,கெட்டார்,கெடு+ட்ட+ஆர்,பெயர்,வினையாலணையும்பெயர்,,,those who are ruined,0.74
15,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,2,கெட்டார்க்குச்,,கு,கு,இடை,வேற்றுமைஉருபு,4:கு:கொடை/நோக்கம்,,for/to,0.82
15,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,3,சார்வாய்மற்,,சார்வாய்,சார்வு+ஆய்,வினை,வினையெச்சம்,,,being a support,0.66
15,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,3,சார்வாய்மற்,,மற்,மன்,இடை,அசைநிலை,,,(expletive),0.6
15,verified,அறத்துப்பால்,பாயிரவியல்,2,வான்சிறப்பு,1,4,றாங்கே,,ஆங்கு,ஆங்கு+ஏ,இடை,அசைநிலை,,,there/thus (expletive),0.55
